Honorific,Name,Office Type,Department,Suite,Street,City,Province,Country,Postal Code,Email Address,Telephone,Fax
Hon.,Ford  Doug ,Ministry,Premier&#039;s Office,Room 281,Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A1,doug.ford@pc.ola.org,Tel:  416-325-1941,Fax:  416-325-3745
Hon.,Fullerton  Merrilee ,Ministry,Ministry of Training  Colleges and Universities, ,900 Bay Street  Floor  Mowat Block,Toronto,Ontario,Canada,M7A 1L2,merrilee.fullerton@pc.ola.org,Tel:  416-326-1600,
Hon.,Hardeman  Ernie ,Ministry,Ministry of Agriculture  Food and Rural Affairs, ,77 Grenville Street  11th Floor,Toronto,Ontario,Canada,M5S 1B3,ernie.hardeman@pc.ola.org,Tel:  416-326-3074,
,Hogarth  Christine ,Ministry,Ministry of Municipal Affairs and Housing,Suite 2302,777 Bay Street  Floor,Toronto,Ontario,Canada,M5G 2E5,christine.hogarth@pc.ola.org,,
Hon.,Jones  Sylvia ,Ministry,Ministry of Tourism  Culture and Sport, ,900 Bay Street  Floor  Hearst Block,Toronto,ON,Canada,M7A 2A1,sylvia.jones@pc.ola.org,Tel:  416-314-1400,
,Karahalios  Belinda ,Ministry,Ministry of Children  Community and Social Services, ,56 Wellesley Street West  15th Floor,Toronto,Ontario,Canada,M5S 2S3,belinda.karahalios@pc.ola.org,Tel:  519-650-2770,
,Ke  Vincent ,Ministry,Ministry of Tourism  Culture and Sport, ,900 Bay Street  9th Floor  Hearst Block,Toronto,Ontario,Canada,M7A 2E1,vincent.ke@pc.ola.org,Tel:  416-325-3715,Fax:  416-212-7155
,Khanjin  Andrea ,Ministry,Ministry of Environment  Conservation and Parks, ,77 Wellesley Street West  11th Floor  Ferguson Block,Toronto,Ontario,Canada,M7A 2T5,andrea.khanjin@pc.ola.org,Tel:  416-325-0737,
,Lecce  Stephen ,Ministry,Ministry of Infrastructure, ,900 Bay Street  8th Floor  Hearst Block,Toronto,Ontario,Canada,M7A 2E1,stephen.lecce@pc.ola.org,Tel:  416-326-7591,Fax:  416-314-5464
Hon.,MacLeod  Lisa ,Ministry,Ministry of Community and Social Services, ,80 Grosvenor Street  6th Floor  Hepburn Block,Toronto,Ontario,Canada,M7A 1E9,,Tel:  416-325-5225,
,Martin  Robin ,Ministry,Ministry of Health and Long-Term Care, ,80 Grosvenor Street  11th Floor  Hepburn Block,Toronto,Ontario,Canada,M7A 2C4,robin.martin@pc.ola.org,Tel:  416-212-5008,
,Martow  Gila ,Ministry,Ministry of Labour, ,400 University Avenue  14th Floor,Toronto,Ontario,Canada,M7A 1T7,gila.martow@pc.ola.org,Tel:  416-326-7600,
,McDonell  Jim ,Ministry,Ministry of Municipal Affairs and Housing,Suite 2302,777 Bay Street  Floor,Toronto,Ontario,Canada,M5G 2E5,jim.mcdonell@pc.ola.org,,
Hon.,McNaughton  Monte ,Ministry,Ministry of Infrastructure, ,900 Bay Street  8th Floor  Hearst Block,Toronto,Ontario,Canada,M7A 2E1,monte.mcnaughton@pc.ola.org,,
,Miller  Norman ,Ministry,Ministry of Intergovernmental Affairs, ,77 Wellesley Street West  Floor  Ferguson Block,Toronto,Ontario,Canada,M7A 1N3,,Tel:  416-325-3720,
Hon.,Mulroney  Caroline ,Ministry,Ministry of the Attorney General, ,720 Bay Street  11th Floor,Toronto,Ontario,Canada,M7A 2S9,caroline.mulroney@pc.ola.org,,
,Oosterhoff  Sam ,Ministry,Ministry of Education, ,900 Bay Street  22nd Floor  Mowat Block,Toronto,Ontario,Canada,M7A 1L2,,Tel:  416-326-1697,Fax:  416-325-1682
,Park  Lindsey ,Ministry,Ministry of the Attorney General, ,720 Bay Street  11th Floor,Toronto,Ontario,Canada,M7A 2S9,lindsey.park@pc.ola.org,,
,Parsa  Michael ,Ministry,Ministry of Economic Development  Job Creation and Trade, ,56 Wellesley Street West  Floor,Toronto,Ontario,Canada,M7A 2E7,michael.parsa@pc.ola.org,,
,Pettapiece  Randy ,Ministry,Ministry of Agriculture  Food and Rural Affairs, ,77 Grenville Street  11th Floor,Toronto,Ontario,Canada,M5S 1B3,randy.pettapiece@pc.ola.org,Tel:  416-326-3061,
Hon.,Phillips  Rod ,Ministry,Ministry of Environment  Conservation and Parks, ,77 Wellesley Street West  11th Floor  Ferguson Block,Toronto,Ontario,Canada,M7A 2T5,rod.phillips@pc.ola.org,,
,Piccini  David ,Ministry,Ministry of Training  Colleges and Universities, ,900 Bay Street  Floor  Mowat Block,Toronto,Ontario,Canada,M7A 1L2,david.piccini@pc.ola.org,Tel:  416-326-1600,
Hon.,Rickford  Greg ,Ministry,Ministry of Energy  Northern Development and Mines,Room 5630,99 Wellesley Street West  5th Floor  Whitney Block,Toronto,Ontario,Canada,M7A 1W1,greg.rickford@pc.ola.org,,
Hon.,Rickford  Greg ,Ministry,Ministry of Indigenous Affairs,Suite 400,160 Bloor Street East,Toronto,Ontario,Canada,M7A 2E6,greg.rickford@pc.ola.org,Tel:  416-327-4464,
,Romano  Ross ,Ministry,Ministry of Indigenous Affairs,Suite 400,160 Bloor Street East,Toronto,Ontario,Canada,M7A 2E6,ross.romano@pc.ola.org,Tel:  416-327-0615 Tel:  416-327-0615,
,Romano  Ross ,Ministry,Ministry of Energy  Northern Development and Mines/Indigenous Affairs,Room 5501,99 Wellesley Street West  5th Floor  Whitney Block,Toronto,Ontario,Canada,M7A 1W3,ross.romano@pc.ola.org,Tel:  416-327-0615 Tel:  416-327-0615,
,Sarkaria  Prabmeet Singh ,Ministry,Ministry of Community Safety and Correctional Services, ,25 Grosvenor Street  18th Floor  George Drew Building,Toronto,Ontario,Canada,M7A 1Y6,prabmeet.sarkaria@pc.ola.org,,
Hon.,Scott  Laurie ,Ministry,Ministry of Labour, ,400 University Avenue  14th Floor,Toronto,Ontario,Canada,M7A 1T7,laurie.scott@pc.ola.org,Tel:  416-326-7600,Fax:  416-326-1449
,Skelly  Donna ,Ministry,Ministry of Economic Development  Job Creation and Trade, ,777 Bay Street  Floor,Toronto,Ontario,Canada,M7A 2E7,donna.skelly@pc.ola.org,,
Hon.,Smith  Todd ,Ministry,Ministry of Government and Consumer Services, ,900 Bay Street  6th Floor  Mowat Block,Toronto,Ontario,Canada,M7A 1L2,,Tel:  416-212-2665,
,Surma  Kinga ,Ministry,Ministry of Transportation, ,77 Wellesley Street West  3rd Floor  Ferguson Block,Toronto,Ontario,Canada,M7A 1Z8,kinga.surma@pc.ola.org,Tel:  416-325-1823,
Hon.,Thompson  Lisa ,Ministry,Ministry of Education, ,900 Bay Street  22nd Floor  Mowat Block,Toronto,Ontario,Canada,M7A 1L2,lisa.thompson@pc.ola.org,Tel:  416-325-2600,Fax:  416-325-2608
Hon.,Tibollo  Michael A. ,Ministry,Ministry of Community Safety and Correctional Services, ,25 Grosvenor Street  18th Floor  George Drew Building,Toronto,Ontario,Canada,M7A 1Y6,michael.tibollo@pc.ola.org,,
,Triantafilopoulos  Effie J. ,Ministry,Ministry of Health and Long-Term Care, ,80 Grosvenor Street  11th Floor  Hepburn Block,Toronto,Ontario,Canada,M7A 2C4,effie.triantafilopoulos@pc.ola.org,Tel:  416-327-4300,
Hon.,Wilson  Jim ,Ministry,Ministry of Economic Development  Job Creation and Trade, ,777 Bay Street  Floor,Toronto,Ontario,Canada,M7A 2E7,jim.wilson@pc.ola.org,Tel:  416-325-6900,
Hon.,Yakabuski  John ,Ministry,Ministry of Transportation, ,77 Wellesley Street West  Floor  Ferguson Block,Toronto,Ontario,Canada,M7A 1Z8,john.yakabuski@pc.ola.org,Tel:  416-327-9200,
Hon.,Yurek  Jeff ,Ministry,Ministry of Natural Resources and Forestry,Suite 6630,99 Wellesley Street West  Floor  Whitney Block,Toronto,Ontario,Canada,M7A 1W3,jeff.yurek@pc.ola.org,Tel:  416-314-2301,
