Honorific,Name,Office Type,Department,Suite,Street,City,Province,Country,Postal Code,Email Address,Telephone,Fax
,Babikian  Aris ,Queen's Park,,Room N404,Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,aris.babikian@pc.ola.org,Tel:  416-326-7111,Fax:  416-326-7099
,Babikian  Aris ,Constituency,,Unit 3,2245 Kennedy Road,Scarborough,Ontario,Canada,M1T 3G8,aris.babikianco@pc.ola.org,Tel:  416-297-6568,Fax:  416-297-4962
,Bailey  Robert ,Ministry,Ministry of Government and Consumer Services, ,77 Wellesley Street West  Floor  Ferguson Block,Toronto,Ontario,Canada,M7A 1N3,bob.bailey@pc.ola.org,,
,Bailey  Robert ,Constituency,,Suite 102,805 Christina Street North,Point Edward,Ontario,Canada,N7V 1X6,bob.baileyco@pc.ola.org,Tel:  519-337-0051,Fax:  519-337-3246
,Barrett  Toby ,Ministry,Natural Resources and Forestry,Room 6522,99 Wellesley Street West  Whitney Block,Toronto,Ontario,Canada,M7A 1W3,toby.barrett@pc.ola.org,,
,Barrett  Toby ,Constituency,, ,39 Norfolk Street North,Simcoe,Ontario,Canada,N3Y 3N6,,Tel:  519-428-0446,Fax:  519-428-0835
,Begum  Doly ,Queen's Park,,Room 385,Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A5,DBegum-QP@ndp.on.ca,Tel:  416-325-0908,Fax:  416-325-0685
,Bell  Jessica ,Queen's Park,,Room 372,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A5,JBell-QP@ndp.on.ca,Tel:  416-325-1620,Fax:  416-325-1424
,Bell  Jessica ,Constituency,,Unit 103,719 Bloor Street West,Toronto,Ontario,Canada,M5G 1K5,JBell-QP@ndp.on.ca,Tel:  416-535-7206,
,Berns-McGown  Rima ,Queen's Park,,Room 241,North Wing  Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,RBerns-McGown-QP@ndp.on.ca,Tel:  416-325-2881,Fax:  416-325-2780
,Berns-McGown  Rima ,Constituency,, ,1821 Danforth Avenue,Toronto,Ontario,Canada,M4C 1J2,RBerns-McGown-CO@ndp.on.ca,Tel:  416-690-1032,Fax:  416-690-8420
Hon.,Bethlenfalvy  Peter ,Ministry,Treasury Board Secretariat,Room 4320,99 Wellesley Street West  Floor  Whitney Block,Toronto,Ontario,Canada,M7A 1W3,peter.bethlenfalvy@pc.ola.org,Tel:  416-327-2333,
Hon.,Bethlenfalvy  Peter ,Constituency,,Unit 7,300 Kingston Road,Pickering,Ontario,Canada,L1V 6Z9,peter.bethlenfalvyco@pc.ola.org,Tel:  905-509-0336,Fax:  905-509-0334
,Bisson  Gilles ,Queen's Park,,Room 114,Main Legislative Building Queen's Park,Toronto,Ontario,Canada,M7A 1A5,gbisson@ndp.on.ca,Tel:  416-325-7122,Fax:  416-325-7181
,Bisson  Gilles ,Constituency,,Suite 202,60 Wilson Avenue,Timmins,Ontario,Canada,P4N 2S7,gbisson@ndp.on.ca,Toll Free:  1-800-461-9878  Tel:  705-268-6400,Fax:  705-266-9125
,Bouma  Will ,Queen's Park,,Room 269,Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,will.bouma@pc.ola.org,Tel:  416-326-7092,Fax:  416-326-7199
,Bouma  Will ,Constituency,,Suite 101,96 Nelson Street,Brantford,Ontario,Canada,N3T 2N1,will.bouma@pc.ola.org,Tel:  519-759-0361,Fax:  519-759-6439
,Bourgouin  Guy ,Queen's Park,,Room 116,Main Legislative Building Queen's Park,Toronto,Ontario,Canada,M7A 1A5,GBourgouin-QP@ndp.on.ca,Tel:  416-326-7351,Fax:  416-326-6972
,Bourgouin  Guy ,Constituency,, ,28 Circle Street,Kapuskasing,Ontario,Canada,P5N 1T7,GBourgouin-QP@ndp.on.ca,Tel:  705-335-6400,Fax:  705-337-6869
,Burch  Jeff ,Queen's Park,,Room 355,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,JBurch-QP@ndp.on.ca,Tel:  416-325-3990,Fax:  416-325-3415
,Burch  Jeff ,Constituency,,Unit 102,60 King Street,Welland,Ontario,Canada,L3B 6A4,JBurch-CO@ndp.on.ca,Tel:  905-732-6884,Fax:  905-732-9782
,Calandra  Paul ,Ministry,Ministry of Energy, ,77 Wellesley Street West  12th Floor  Ferguson Block,Toronto,Ontario,Canada,M7A 2E1,paul.calandra@pc.ola.org,,
,Calandra  Paul ,Constituency,,Suite 400,37 Sandiford Drive,Stouffville,Ontario,Canada,L4A 3Z2,,Toll Free:  866-531-9551  Tel:  905-642-2588,Fax:  905-642-1618
Hon.,Cho  Raymond Sung Joon ,Ministry,Ministry for Seniors and Accessibility, ,7 Queen's Park Crescent  6th Floor  Frost Building South,Toronto,Ontario,Canada,M7A 1Y7,raymond.cho@pc.ola.org,Tel:  416-325-9100,Fax:  416-325-9141
Hon.,Cho  Raymond Sung Joon ,Constituency,,Unit B,4559 Sheppard Avenue East,Scarborough,Ontario,Canada,M1S 1V3,raymond.choco@pc.ola.org,Tel:  416-297-5040,Fax:  416-297-6767
,Cho  Stan ,Ministry,Treasury Board Secretariat,Room 6521,99 Wellesley Street West  Floor  Whitney Block,Toronto,Ontario,Canada,M7A 1A1,stan.cho@pc.ola.org,,
,Cho  Stan ,Constituency,, ,111 Sheppard Avenue West,North York,Ontario,Canada,M2N 1M7,,Tel:  416-733-7878,Fax:  416-733-7709
Hon.,Clark  Steve ,Ministry,Ministry of Municipal Affairs and Housing, ,777 Bay Street  Floor,Toronto,Ontario,Canada,M5G 2E5,steve.clark@pc.ola.org,Tel:  416-585-7000,
Hon.,Clark  Steve ,Constituency,,Suite 101,100 Strowger Boulevard,Brockville,Ontario,Canada,K6V 5J9,,Toll Free:  1-800-267-4408  Tel:  613-342-9522,Fax:  613-342-2501
,Coe  Lorne ,Queen's Park,,Room 211,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,lorne.coe@pc.ola.org,Tel:  416-325-1331,Fax:  416-325-1423
,Coe  Lorne ,Constituency,,Suite 101,114 Dundas Street East,Whitby,Ontario,Canada,L1N 2H7,lorne.coeco@pc.ola.org,Tel:  905-430-1141,Fax:  905-430-1840
,Coteau  Michael ,Queen's Park,,Room 416,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,,Tel:  416-325-4544,Fax:  416-325-4525
,Coteau  Michael ,Constituency,,Suite L02,1200 Lawrence Avenue East,Toronto,Ontario,Canada,M3A 1C1,mcoteau.mpp.co@liberal.ola.org,Tel:  416-494-6856,Fax:  416-494-9937
,Crawford  Stephen ,Queen's Park,,Room 271,Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,stephen.crawford@pc.ola.org,Tel:  416-326-7323,Fax:  416-326-7319
,Crawford  Stephen ,Constituency,,Unit 2,2318 Lakeshore Road West,Oakville,Ontario,Canada,L6L 1H3,stephen.crawfordco@pc.ola.org,Tel:  905-827-5141,Fax:  905-827-3786
,Cuzzetto  Rudy ,Queen's Park,,Room 261,Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,rudy.cuzzetto@pc.ola.org,Tel:  416-326-7239,Fax:  416-326-7233
,Cuzzetto  Rudy ,Constituency,,Unit 1 &amp; 2,120 Lakeshore Road West,Mississauga,Ontario,Canada,L5H 1E8,rudy.cuzzettoco@pc.ola.org,Tel:  905-274-8228,Fax:  905-274-8552
,Des Rosiers  Nathalie ,Queen's Park,,Room 411,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,,Tel:  416-325-4163,Fax:  416-325-4147
,Des Rosiers  Nathalie ,Constituency,, ,237 Montreal Road,Vanier,Ontario,Canada,K1L 6C7,NDesRosiers.mpp.CO@liberal.ola.org,Tel:  613-744-4484,Fax:  613-744-0889
,Downey  Doug ,Ministry,Ministry of Finance, ,7 Queen's Park Crescent  7th Floor  Frost Building South,Toronto,Ontario,Canada,M7A 1Y7,doug.downey@pc.ola.org,,
,Downey  Doug ,Constituency,,Unit 14,20 Bell Farm Road,Barrie,Ontario,Canada,L4M 6E4,doug.downeyco@pc.ola.org,Tel:  705-726-5538,Fax:  705-726-2880
,Dunlop  Jill ,Queen's Park,,Room 445,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,jill.dunlop@pc.ola.org,Tel:  416-326-7281,Fax:  416-326-6887
,Dunlop  Jill ,Constituency,,Unit 108,210 Memorial Avenue,Orillia,Ontario,Canada,L3V 7V1,jill.dunlopco@pc.ola.org,Tel:  705-326-3246,Fax:  705-326-9579
,Dunlop  Jill ,Constituency,,Unit 6,295 King Street  TD Canada Trust Bank Plaza,Midland,Ontario,Canada,L4R 3M5,,Tel:  705-526-8671,Fax:  705-526-8600
Hon.,Elliott  Christine ,Ministry,Ministry of Health and Long-Term Care, ,80 Grosvenor Street  Floor  Hepburn Block,Toronto,Ontario,Canada,M7A 1E9,christine.elliott@pc.ola.org,,Fax:  416-326-1571
Hon.,Elliott  Christine ,Constituency,,Suite 203,238 Wellington Street East,Aurora,Ontario,Canada,L4G 1J5,christine.elliottco@pc.ola.org,Tel:  905-750-0019,Fax:  905-750-0050
Hon.,Fedeli  Victor ,Ministry,Ministry of Finance, ,7 Queen's Park Crescent  7th Floor  Frost Building South,Toronto,Ontario,Canada,M7A 1Y7,vic.fedeli@pc.ola.org,Tel:  416-314-6331,Fax:  416-325-3437
Hon.,Fedeli  Victor ,Constituency,, ,165 Main Street East,North Bay,Ontario,Canada,P1B 1A9,vic.fedelico@pc.ola.org,Tel:  705-474-8340,Fax:  705-474-9747
,Fee  Amy ,Ministry,Ministry of Children  Community and Social Services (Children and Autism), ,56 Wellesley Street West  14th Floor,Toronto,Ontario,Canada,M5S 2S3,amy.fee@pc.ola.org,Tel:  519-650-9413,Fax:  519-650-7006
,Fife  Catherine ,Queen's Park,,Room 154,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A5,cfife-qp@ndp.on.ca,Tel:  416-325-6913,Fax:  416-325-6942
,Fife  Catherine ,Constituency,,Suite 220,100 Regina Street South,Waterloo,Ontario,Canada,N2J 4P9,cfife-co@ndp.on.ca,Tel:  519-725-3477,Fax:  519-725-3667
Hon.,Ford  Doug ,Ministry,Premier&#039;s Office,Room 281,Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A1,doug.ford@pc.ola.org,Tel:  416-325-1941,Fax:  416-325-3745
Hon.,Ford  Doug ,Constituency,, ,823 Albion Road,Etobicoke,Ontario,Canada,M9V 1A3,doug.fordco@pc.ola.org,Tel:  416-745-2859,Fax:  416-745-4601
,Fraser  John ,Queen's Park,,Room 448,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A2,,Tel:  416-325-4670,Fax:  416-325-4671
,Fraser  John ,Constituency,, ,1828 Bank Street,Ottawa,Ontario,Canada,K1V 7Y6,Jfraser.mpp.co@liberal.ola.org,Tel:  613-736-9573,Fax:  613-736-7374
,French  Jennifer ,Queen's Park,,Room 185,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A5,JFrench-QP@ndp.on.ca,Tel:  416-325-0117,Fax:  416-325-0084
,French  Jennifer ,Constituency,,Unit 2,78 Centre Street North,Oshawa,Ontario,Canada,L1G 4B6,JFrench-CO@ndp.on.ca,Tel:  905-723-2411,Fax:  905-723-1054
Hon.,Fullerton  Merrilee ,Ministry,Ministry of Training  Colleges and Universities, ,900 Bay Street  Floor  Mowat Block,Toronto,Ontario,Canada,M7A 1L2,merrilee.fullerton@pc.ola.org,Tel:  416-326-1600,
Hon.,Fullerton  Merrilee ,Constituency,,Suite 100,240 Michael Cowpland Drive,Kanata,Ontario,Canada,K2M 1P6,,Tel:  613-599-3000,Fax:  613-599-8183
,Gates  Wayne ,Queen's Park,,Room 169,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A5,wgates-qp@ndp.on.ca,Tel:  416-212-6102,Fax:  416-212-6106
,Gates  Wayne ,Constituency,, ,265 High Street  Douglas Heights Seniors Centre,Fort Erie,Ontario,Canada,L2A 3R4,wgates-co@ndp.on.ca,Tel:  905-871-8868,Fax:  905-871-4717
,Gates  Wayne ,Constituency,,Unit 1,6746 Morrison Street,Niagara Falls,Ontario,Canada,L2E 6Z8,wgates-co@ndp.on.ca,Tel:  905-357-0681,Fax:  905-357-9456
,Gélinas  France ,Queen's Park,,Room 186,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A5,fgelinas-qp@ndp.on.ca,Tel:  416-325-9203,Fax:  416-325-9185
,Gélinas  France ,Constituency,Hanmer Valley Shopping Plaza,Suite 15,5085 Highway 69 North,Hanmer,Ontario,Canada,P3P 1P7,fgelinas-co@ndp.on.ca,Tel:  705-969-3621,Fax:  705-969-3538
,Ghamari  Goldie ,Queen's Park,,Room 316,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,goldie.ghamari@pc.ola.org,Tel:  416-325-4890,Fax:  416-325-4885
,Gill  Parm ,Queen's Park,,Room 263,Legislative Building  Queen&#039;s Park,Toronto,Ontario,Canada,M7A 1A8,parm.gill@pc.ola.org,Tel:  416-326-7022,Fax:  416-326-7049
,Gill  Parm ,Constituency,,Unit 115,450 Bronte Street South,Milton,Ontario,Canada,L9T 5B7,parm.gillco@pc.ola.org,Tel:  905-878-1729,Fax:  905-878-5144
,Glover  Chris ,Queen's Park,,Room 343,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,CGlover-QP@ndp.on.ca,Tel:  416-326-7196,Fax:  416-326-7172
,Glover  Chris ,Constituency,,Unit A,226 Bathurst Street,Toronto,Ontario,Canada,M5T 2R9,CGlover-CO@ndp.on.ca,Tel:  416-603-9664,Fax:  416-603-1214
,Gravelle  Michael ,Queen's Park,,Room 421,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,,Tel:  416-325-4757,Fax:  416-325-4752
,Gravelle  Michael ,Constituency,, ,179 Algoma Street South,Thunder Bay,Ontario,Canada,P7B 3C1,mgravelle.mpp.co@liberal.ola.org,Tel:  807-345-3647,Fax:  807-345-2922
,Gretzky  Lisa ,Queen's Park,,Room 172,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A5,LGretzky-QP@ndp.on.ca,Tel:  416-325-0235,Fax:  416-325-0873
,Gretzky  Lisa ,Constituency,,Unit 5,321 Tecumseh Road East,Windsor,Ontario,Canada,N8X 2R5,LGretzky-CO@ndp.on.ca,Tel:  519-977-7191,Fax:  519-977-7029
Hon.,Hardeman  Ernie ,Ministry,Ministry of Agriculture  Food and Rural Affairs, ,77 Grenville Street  11th Floor,Toronto,Ontario,Canada,M5S 1B3,ernie.hardeman@pc.ola.org,Tel:  416-326-3074,
Hon.,Hardeman  Ernie ,Constituency,, ,12 Perry Street  2nd Floor,Woodstock,Ontario,Canada,N4S 3C2,ernie.hardemanco@pc.ola.org,Toll Free:  1-800-265-4046  Tel:  519-537-5222,Fax:  519-537-3577
,Harden  Joel ,Queen's Park,,Room 328,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,JHarden-QP@ndp.on.ca,Tel:  416-326-7648,Fax:  416-326-7639
,Harden  Joel ,Constituency,, ,109 Catherine Street,Ottawa,Ontario,Canada,K2P 0P4,JHarden-CO@ndp.on.ca,Tel:  613-722-6414,Fax:  613-722-6703
,Harris  Mike ,Queen's Park,,Room 434,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,mike.harris@pc.ola.org,Tel:  416-326-6945,Fax:  416-326-6942
,Harris  Mike ,Constituency,,Unit 3 &amp; 4,63 Arthur Street South,Elmira,Ontario,Canada,N3B 2M6,mike.harrisco@pc.ola.org,Tel:  519-669-2090,Fax:  519-669-0476
,Hassan  Faisal ,Queen's Park,,Room 112,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A5,FHassan-QP@ndp.on.ca,Tel:  416-326-6961,Fax:  416-326-6957
,Hassan  Faisal ,Constituency,, ,1965 Weston Road,Toronto,Ontario,Canada,M9N 1W8,FHassan-CO@ndp.on.ca,Tel:  416-243-7984,Fax:  416-243-0327
,Hatfield  Percy ,Queen's Park,,Room 363,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A5,PHatfield-QP@ndp.on.ca,Tel:  416-325-6773,Fax:  416-325-6795
,Hatfield  Percy ,Constituency,,Unit 1,5452 Tecumseh Road East,Windsor,Ontario,Canada,N8T 1C7,PHatfield-co@ndp.on.ca,Tel:  519-251-5199,Fax:  519-251-5299
,Hillier  Randy ,Queen's Park,,Room 436,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,randy.hillier@pc.ola.org,Tel:  416-325-2244,Fax:  416-325-2106
,Hillier  Randy ,Constituency,,Unit 1,105 Dufferin Street,Perth,Ontario,Canada,K7H 3A5,randy.hillierco@pc.ola.org,Tel:  613-267-8239,Fax:  613-267-7398
,Hogarth  Christine ,Ministry,Ministry of Municipal Affairs and Housing,Suite 2302,777 Bay Street  Floor,Toronto,Ontario,Canada,M5G 2E5,christine.hogarth@pc.ola.org,,
,Hogarth  Christine ,Constituency,, ,933 The Queensway,Etobicoke,Ontario,Canada,M8Z 1P3,christine.hogarthco@pc.ola.org,Tel:  416-259-2249,Fax:  416-259-3704
,Horwath  Andrea ,Queen's Park,,Room 381,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,ahorwath-qp@ndp.on.ca,Tel:  416-325-7116,Fax:  416-325-8222
,Horwath  Andrea ,Constituency,,Suite 200,20 Hughson Street South,Hamilton,Ontario,Canada,L8N 2A1,ahorwath-co@ndp.on.ca,Tel:  905-544-9644,Fax:  905-544-5152
,Hunter  Mitzie ,Queen's Park,,Room 447,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,,Tel:  416-325-4800,Fax:  416-325-4785
,Hunter  Mitzie ,Constituency,,Unit 109,4117 Lawrence Avenue East,Toronto,Ontario,Canada,M1E 2S2,mhunter.mpp.co@liberal.ola.org,Tel:  416-281-2787,Fax:  416-281-2360
Hon.,Jones  Sylvia ,Ministry,Ministry of Tourism  Culture and Sport, ,900 Bay Street  Floor  Hearst Block,Toronto,ON,Canada,M7A 2A1,sylvia.jones@pc.ola.org,Tel:  416-314-1400,
Hon.,Jones  Sylvia ,Constituency,, ,244 Broadway Avenue,Orangeville,ON,Canada,L9W 1K5,sylvia.jonesco@pc.ola.org,Tel:  519-941-7751,Fax:  519-941-3246
,Kanapathi  Logan ,Queen's Park,,Room 443,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,logan.kanapathi@pc.ola.org,Tel:  416-325-4850,Fax:  416-325-4884
,Kanapathi  Logan ,Constituency,,Unit 5,450 Alden Road,Markham,Ontario,Canada,L3R 5H4,logan.kanapathico@pc.ola.org,Tel:  905-305-1935,Fax:  905-305-1938
,Karahalios  Belinda ,Ministry,Ministry of Children  Community and Social Services, ,56 Wellesley Street West  15th Floor,Toronto,Ontario,Canada,M5S 2S3,belinda.karahalios@pc.ola.org,Tel:  519-650-2770,
,Karahalios  Belinda ,Constituency,, ,498 Eagle Street North,Cambridge,Ontario,Canada,N3H 1C2,belinda.karahaliosco@pc.ola.org,,Fax:  519-650-3918
,Karpoche  Bhutila ,Queen's Park,,Room 204,North Wing  Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,BKarpoche-QP@ndp.on.ca,Tel:  416-325-3017,Fax:  416-325-2937
,Karpoche  Bhutila ,Constituency,, ,2849 Dundas Street West,Toronto,Ontario,Canada,M6P 1Y6,BKarpoche-CO@ndp.on.ca,Tel:  416-763-5630,Fax:  416-763-5640
,Ke  Vincent ,Ministry,Ministry of Tourism  Culture and Sport, ,900 Bay Street  9th Floor  Hearst Block,Toronto,Ontario,Canada,M7A 2E1,vincent.ke@pc.ola.org,Tel:  416-325-3715,Fax:  416-212-7155
,Ke  Vincent ,Constituency,,Suite 103,2175 Sheppard Avenue East,North York,Ontario,Canada,M2J 1W8,vincent.keco@pc.ola.org,Tel:  416-494-8778,Fax:  416-494-0110
,Kernaghan  Terence ,Queen's Park,,Room 362,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,TKernaghan-QP@ndp.on.ca,Tel:  416-326-7568,Fax:  416-326-7580
,Kernaghan  Terence ,Constituency,,Unit 105 ,400 York Street,London,Ontario,Canada,N6B 3N2,TKernaghan-CO@ndp.on.ca,Tel:  519-432-7339,Fax:  519-432-0613
,Khanjin  Andrea ,Ministry,Ministry of Environment  Conservation and Parks, ,77 Wellesley Street West  11th Floor  Ferguson Block,Toronto,Ontario,Canada,M7A 2T5,andrea.khanjin@pc.ola.org,Tel:  416-325-0737,
,Khanjin  Andrea ,Constituency,,Unit 1,237 Mapleview Drive East,Barrie,Ontario,Canada,L4N 0W5,andrea.khanjinco@pc.ola.org,Tel:  705-722-0575,Fax:  705-722-8835
,Kramp  Daryl ,Queen's Park,,Room 325,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A2,daryl.kramp@pc.ola.org,Tel:  416-326-7005,Fax:  416-326-6999
,Kramp  Daryl ,Constituency,,Suite 6,6 Dundas Street East  Napanee Downtown Business Hub,Napanee,Ontario,Canada,K7R 3L4,,Tel:  613-308-9625,Fax:  613-308-9685
,Kramp  Daryl ,Constituency,, ,26A St. Lawrence Street West  P.O. BOX 70,Madoc,Ontario,Canada,K0K 2K0,,Toll Free:  855-229-6676  Tel:  343-600-3310,Fax:  343-600-3329
,Kusendova  Natalia ,Queen's Park,,Room 429,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,natalia.kusendova@pc.ola.org,Tel:  416-326-7102,ax:  416-326-7100
,Lalonde  Marie-France ,Queen's Park,,Room 413,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,,Tel:  416-325-4405,Fax:  416-325-4395
,Lalonde  Marie-France ,Constituency,,Unit 206,250 Centrum Boulevard,Orléans,Ontario,Canada,K1E 3J1,mflalonde.mpp.co@liberal.ola.org,Tel:  613-834-8679,Fax:  613-834-7647
,Lecce  Stephen ,Ministry,Ministry of Infrastructure, ,900 Bay Street  8th Floor  Hearst Block,Toronto,Ontario,Canada,M7A 2E1,stephen.lecce@pc.ola.org,Tel:  416-326-7591,Fax:  416-314-5464
,Lecce  Stephen ,Constituency,,Unit 1,2220 King Road,King City,Ontario,Canada,L7B 1L3,,Tel:  647-560-9700,Fax:  647-560-9701
,Lindo  Laura Mae ,Queen's Park,,Room 170,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A5,LLindo-QP@ndp.on.ca,Tel:  416-326-7221,Fax:  416-326-7217
,Lindo  Laura Mae ,Constituency,,Unit 3,379 Queen Street South,Kitchener,Ontario,Canada,N2G 1W6,LLindo-CO@ndp.on.ca,Tel:  519-579-5460,Fax:  519-579-2121
Hon.,MacLeod  Lisa ,Ministry,Ministry of Community and Social Services, ,80 Grosvenor Street  6th Floor  Hepburn Block,Toronto,Ontario,Canada,M7A 1E9,,Tel:  416-325-5225,
Hon.,MacLeod  Lisa ,Constituency,,Unit 10,3500 Fallowfield Road,Nepean,Ontario,Canada,K2J 4A7,lisa.macleodco@pc.ola.org,Tel:  613-823-2116,Fax:  613-823-8284
,Mamakwa  Sol ,Queen's Park,,Room N201,Street  Legislative Building  Queen&#039;s Park,Toronto,Ontario,Canada,M7A 1A5,SMamakwa-QP@ndp.on.ca,,
,Mamakwa  Sol ,Constituency,,Unit 104,73 King Street  P.O. BOX 176,Sioux Lookout,Ontario,Canada,P8T 1A1,SMamakwa-CO@ndp.on.ca,Tel:  807-737-2210,Fax:  807-737-1592
,Mantha  Michael ,Queen's Park,,Room 160,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A5,mmantha-qp@ndp.on.ca,Tel:  416-325-1938,Fax:  416-325-1976
,Mantha  Michael ,Constituency,, ,18 Mary Walk,Elliot Lake,Ontario,Canada,P5A 2A1,mmantha-co@ndp.on.ca,Toll Free:  1-800-831-1899 Tel:  705-461-9710,Fax:  705-461-9720
,Martin  Robin ,Ministry,Ministry of Health and Long-Term Care, ,80 Grosvenor Street  11th Floor  Hepburn Block,Toronto,Ontario,Canada,M7A 2C4,robin.martin@pc.ola.org,Tel:  416-212-5008,
,Martin  Robin ,Constituency,, ,2882 Dufferin Street,Toronto,Ontario,Canada,M6B 3S6,robin.martinco@pc.ola.org,Tel:  416-781-2395,Fax:  416-781-4116
,Martow  Gila ,Ministry,Ministry of Labour, ,400 University Avenue  14th Floor,Toronto,Ontario,Canada,M7A 1T7,gila.martow@pc.ola.org,Tel:  416-326-7600,
,Martow  Gila ,Constituency,,Unit 4,1136 Centre Street  Centre Street Square,Thornhill,Ontario,Canada,L4J 3M8,gila.martowco@pc.ola.org,Tel:  905-731-8462,Fax:  905-731-2984
,McDonell  Jim ,Ministry,Ministry of Municipal Affairs and Housing,Suite 2302,777 Bay Street  Floor,Toronto,Ontario,Canada,M5G 2E5,jim.mcdonell@pc.ola.org,,
,McDonell  Jim ,Constituency,, ,120 Second Street West  Time Square,Cornwall,Ontario,Canada,K6J 1G5,jim.mcdonellco@pc.ola.org,Tel:  613-933-6513,Fax:  613-933-6449
